name,affiliation
Petros A. Ioannou,University of Southern California
Philip S. Yu,University of Illinois at Chicago
Philipp Singer,Graz University of Technology
Piao Chen,Institute of High Performance Computing
Pinaki Mitra,IIT Guwahati
Ping Deng,Southwest Jiaotong University
Ping-En Lu,National Tsing Hua University
Po Yang 0001,Liverpool John Moores University
Poonam Goyal,BITS Pilani
Poonam Yadav,University of Cambridge
Pouria Babvey,Stevens Institute of Technology
Prabhat Kumar,National Institute of Technology
Pradumn Kumar Pandey,IIT Roorkee
Pramod K. Varshney,Syracuse University
Pranjal Gupta,BITS Pilani
Prannay Khosla,IIT Kanpur
Prasenjit Mitra,Pennsylvania State University
Prasoon Gupta,National Institute of Technology
Prateek Agrawal,Lovely Professional University
Pratik Chattopadhyay,IIT (BHU) Varanasi
Prem Prakash Jayaraman,Massachusetts Institute of Technology
Prerna Kaushik,BITS Pilani
Pushpak Bhattacharyya,IIT Patna
Qi Kang,Tongji University
Qi Meng,Beijing Jiaotong University
Qi-dong Liu,Nanyang Technological University
Qian Jiang,Guangdong University of Technology
Qian Li 0009,Chongqing University
Qiang He 0001,Swinburne University of Technology
Qiang Yang 0004,Zhejiang University
Qianlong Wang,Case Western Reserve University
Qiaohong Chen,Zhejiang Sci-Tech University
Qihao Lin,Fuzhou University
Qing Qing,Dalian University of Technology
Qing Yang 0016,Tongji University
Qingchun Lu,Wuhan University
Qinghua Lu 0001,CSIRO
Qingpeng Zhang,City University of Hong Kong
Qingxiang Liu,Nanjing University
Qingzhan Zhao,Shihezi University
Qiqi Shuai,University of Hong Kong
Qiuyuan Yang,Dalian University of Technology
Qiuzhen Lin,Shenzhen University
Qizhi Fang,Ocean University of China
Quanbo Zha,Sichuan University
Quanwang Wu,Chongqing University
Quanyan Zhu,York University
Qun Jin,Waseda University
Quoc Van Tran,Gwangju Institute of Science and Technology (GIST)
Raby Hamadi,Stevens Institute of Technology
Radu Prodan,University of Klagenfurt
Ragab A. El-Sehiemy,Kafrelsheikh University
Rahul Mishra,IIT (BHU) Varanasi
Rahul Potharaju,Microsoft
Rajesh Basak,IIT Kharagpur
Rajib Bag,Supreme Knowledge Foundation Group of Institutions
Rajiv Ranjan,Newcastle University
Rajiv Ranjan Suman,National Institute of Technology
Rajkumar Das,Federation University Australia
Rajkumar Viral,Amity University
Rakesh Nagi,University of Illinois at Urbana-Champaign
Raksha Pavagada Subbanarasimha,International Institute of Information Technology
Ramesh Baral,Florida International University
Rami Puzis,Ben-Gurion University of the Negev
Ranjan Maity,IIT Guwahati
Raphaël Charbey,Telecom ParisTech
Rashmi Ranjan Rout,National Institute of Technology
Ravi S. Kudesia,Temple University
Ravi Sankar,University of South Florida
Renaud Lambiotte,University of Namur
Reza Boostani,Shiraz University
Reza Parsamehr,Polytechnic University of Madrid
Richard Dufour,Avignon University
Richard F. Deckro,Future Operations Investigation Laboratory Air Force Institute of Technology Wright-Patterson Air Force Base
Richi Nayak,Queensland University of Technology
Rick Siow Mong Goh,Institute of High Performance Computing
Rijk Mercuur,TU Delft
Rimjhim,IIT Patna
Ritam Sarkar,Jadavpur University
Robert Jiqi Zhang,Massey University
Roberto Interdonato,University of Calabria
Robin Cohen,University of Waterloo
Rogério Luiz Cardoso Silva Filho,UFPE
Rogério Luís Rizzi,Western Paraná State University
Rong-Kuan Shen,Shih Hsin University
Rongrong Jing,Chinese Academy of Sciences
Rongsheng Dong,Guilin University of Electronic Technology
Rongxing Lu,Nanyang Technological University
Roshanak R. Nilchiani,Stevens Institute of Technology
Roshni Chakraborty,IIT Patna
Ross Maciejewski,Arizona State University
Rounaq Choudhuri,RCC Institute of Information Technology
Roy L. Crole,University of Leicester
Rudra Pratap Ojha,Galgotias University
Rui Su,Jining Medical University
Ruidong Yan,Renmin University of China
Ruihan Wu,Cornell University
Ruijin Wang,UESTC
Ruiqi Wang,University of Delaware
Ruixuan Li,Huazhong University of Science and Technology
Ruiyun Yu,Northeastern University
Rung-Ching Chen,Chaoyang University of Technology
Runhe Huang,Hosei University
Ryan Hare,Rowan University
Ryan Sequeira,IIT Patna
Ryan Wen Liu,Wuhan University
Ryosuke Harakawa,Nagaoka University of Technology
S. Andrew Gadsden,University of Guelph
S. P. Raja,Vel Tech
S. Sitharama Iyengar,Florida International University
Saad Razzaq,University of Sargodha
Sabitri Nanda Chakraborty,University of Kalyani
Sachin Grover,Carnegie Mellon University
Sadjad Tavakoli,Sharif University of Technology
Saeed Farzi,K. N. Toosi University of Technology
Sahraoui Dhelim,University of Science and Technology Beijing
Sai Avinash Sattiraju,University of Texas at Austin
Saket Kumar,Amity University
Samee U. Khan,Dakota State University
Sameera Horawalavithana,University of South Florida
Sami Abu-El-Haija,University of Southern California
Samit Bhattacharya,IIT Guwahati
Samya Muhuri,Bennett University
Sanasam Ranbir Singh,IIT Guwahati
Sancheng Peng,Guangdong University of Foreign Studies
Sandip Chakraborty,IIT Kharagpur
Sang Peter Chin,Boston University
Sanghamitra Bandyopadhyay,Indian Statistical Institute
Sanjana Kadaba Viswanath,Singapore University of Technology and Design
Sanjit Kumar Setua,University of Calcutta
Sankar K. Pal,Indian Statistical Institute
Santiago Ramírez,University of Los Andes
Saptarshi Ghosh 0001,IIT Kharagpur
Saqib Rasool,University of Gujrat
Sarah A. Marshall,Wake Forest School of Medicine
Sarbani Roy,Jadavpur University
Sarika Jalan,IIT Indore
Sarit Kraus,Bar-Ilan University
Sasitharan Balasubramaniam,Waterford Institute of Technology
Sathisha Basavaraju,IIT Guwahati
Sattam Al Otaibi,Taif University
Sayan Bose,RCC Institute of Information Technology
Scott Dick,University of Alberta
Senthilkumar Mohan,Vellore Institute of Technology
Serhad Sarica,Singapore University of Technology and Design
Sethuraman Panchanathan,Arizona State University
Seyyed Hadi Sajadi,Sharif University of Technology
Sha Zhao,Zhejiang University
Shahla Nemati,Shahrekord University
Shajulin Benedict,Indian Institute of Information Technology
Shalini Priya,IIT Patna
Shamik Sural,IIT Kharagpur
Shancang Li,University of the West of England
Shanqing Yu,Zhejiang University
Shanshan Wei,Harbin Institute of Technology
Shaohua Wan,Zhongnan University of Economics and Law
Shaojie Tang,University of Texas at Dallas
Shaowen Yu,China University of Petroleum
Shaoxiong Ji,Aalto University
Shasha Li,Zhejiang University
Shaurya Agarwal,California State University at Los Angeles
Shavak Agarwal,BITS Pilani
Shijian Li,Zhejiang University
Shijing Shen,Zhejiang University
Shilei Wang,Yanshan University
Shiping Wang,Fuzhou University
Shirui Pan,Monash University
Shiyan Hu,Michigan Technological University
Shoaib Jameel,University of Essex
Shohei Shimizu,Shiga University
Shonali Krishnaswamy,Institute for Infocomm Research (I2R)
Shou-De Lin,National Taiwan University
Shou-Fei Han,Nanjing University
Shravika Mittal,Indraprastha Institute of Information Technology Delhi
Shrisha Rao,International Institute of Information Technology
Shu-Sen Zhang,Renmin University of China
Shuai Cao,China University of Petroleum
Shuai Li 0002,Swansea University
Shuai Liu 0002,New York Institute of Technology
Shuai Wang 0005,Chinese Academy of Sciences
Shuangshuang Han,Chinese Academy of Sciences
Shufang Wang,Henan Polytechnic University
Shui Yu,University of Technology Sydney
Shuiqiao Yang,University of Technology Sydney
Shujuan Ji,Shandong University
Shuning Huang,Soochow University
Shuo Chen 0006,Nanyang Technological University
Shuo Liu 0005,Institute of Forensic Science
Shuo Yan,Chinese Academy of Sciences
Shuo Yu,Dalian University of Technology
Shuofeng Wang,Tsinghua University
Shuowei Chen,UESTC
Shuqi Xu,UESTC
Shuyi Lu,Shanghai Normal University
SiYa Yao,Tongji University
Siddhartha Bhattacharyya,Christ University
Sijian Lv,Hunan University
Silvio Romero de Lemos Meira,UFPE
Simona Doboli,Hofstra University
Siwei Liao,Huazhong University of Science and Technology
Smita Ghosh,University of Texas at Dallas
Somanath Tripathy,IIT Patna
Somang Nam,University of Toronto
Song Guo 0001,The Hong Kong Polytechnic University
Songhua Xu,New Jersey Institute of Technology
Soo Yong Lim,National Taipei University
Soumya K. Ghosh 0001,IIT Kharagpur
Sourav Kumar Dandapat,IIT Patna
Sreekanth Madisetty,IIT Hyderabad
Sridhar Mandyam,International Institute of Information Technology
Srinath Srinivasa,International Institute of Information Technology
Srinka Basu,University of Kalyani
Sriparna Saha 0001,IIT Patna
Srivatsa Ramesh Jayashree,IIT Patna
Stamatios Giannoulakis,Cyprus University of Technology
Stavros Souravlas,University of Macedonia
Stephen L. France,Mississippi State University
Stephen Tang 0001,Liverpool John Moores University
Su Deng,National University of Defense Technology
Subhadeep Chakraborty,University of Tennessee
Subhasis Chakraborty,RCC Institute of Information Technology
Subhayan Bhattacharya,Jadavpur University
Subrata Nandi,National Institute of Technology
Sudhanshu Kumar 0002,IIT Roorkee
Sudip Misra,IIT Kharagpur
Sujoy Saha,National Institute of Technology
Suman Kalyan Maity,Northwestern University
Suman Kundu,Wrocław University of Science and Technology
Sumit Goswami,IIT Kharagpur
Surbhi Bhatia,King Faisal University
Surendra Sedhai,Nanyang Technological University
Surya Nepal,CSIRO
Susanta Chakraborty,Indian Institute of Engineering Science and Technology
Suzhen Huang,Central South University
Svitlana Volkova,Pacific Northwest National Laboratory
Swastik Brahma,Tennessee State University
Symeon Papavassiliou,University of Athens
Sérgio Endrigo Ferreira,UFPE
Tahereh Kamali,University of Waterloo
Taketoshi Yoshida,Japan Advanced Institute of Science and Technology
Tanima Dutta,IIT (BHU) Varanasi
Tanmoy Chakraborty 0002,Indraprastha Institute of Information Technology Delhi
Tao Li 0001,Florida International University
Tao Tang 0007,Dalian University of Technology
Tapan Chowdhury,Indian Institute of Engineering Science and Technology
Tapan Kumar Saha,University of Queensland
Tasos Dagiuklas,London South Bank University
Thanasis Loukopoulos,University of Thessaly
Thomas Magelinski,Carnegie Mellon University
Tianchong Gao,Indiana University
Tianlong Gu,Guilin University of Electronic Technology
Tianlu Gao,Wuhan University
Tianrui Li 0001,Southwest Jiaotong University
Tianxi Ji,Case Western Reserve University
Tianyu Qiu,Institute of Smart Healthcare Systems
Tianze Gao,Northwest Normal University
Tim Weninger,University of Notre Dame
Timo R. Nyberg,Aalto University
Tingnan Lin,Rutgers University
Tom Arjannikov,University of Victoria
Tom Snitch,University of Maryland - College Park
Tom Stafford 0001,Louisiana Tech University
Tong-Ying Tony Juang,National Taipei University
Torin Stepan,University of Alberta
Toshiya Hanada,Kyushu University
Tulika Saha,IIT Patna
Uboho Victor,Texas A&M University
Ujjwal Maulik,Jadavpur University
Ulrik Brandes,University of Konstanz
Usman Naseem,University of Sydney
V. S. Subrahmanian,Dartmouth College
Vairavan Murugappan,Illinois Institute of Technology
Vanilson André de Arruda Burégio,UFRPE
Vasant G. Honavar,Pennsylvania State University
Vasileios Karyotis,Ionian University
Venkat Venkatasubramanian,Columbia University
Victor C. M. Leung,Shenzhen University
Victor O. K. Li,University of Hong Kong
Victor R. L. Shen,Chaoyang University of Technology
Victor S. Sheng,Texas Tech University
Vijay Mago,Lakehead University
Vikram Krishnamurthy,University of British Columbia
Vincent Labatut,Avignon University
Vincenzo Piuri,University of Milan
Vinicius Cardoso Garcia,UFPE
Viresh Gupta,IIIT Delhi
Virginia Dignum,TU Delft
Vitara Pungpapong,Chulalongkorn University
Vivek Kumar Singh 0007,Massachusetts Institute of Technology
Vladimir Filkov,University of California - Davis
Wafa Alorainy,Cardiff University
Wanchun Dou,Nanjing University
Wanjiun Liao,National Taiwan University
Wanlei Zhou,University of Technology Sydney
Wanqiu Huang,Shanghai University
Wanyuan Wang,Southeast University
Wattana Viriyasitavat,Chulalongkorn University
Wayes Tushar,University of Queensland
Wei Chen 0001,Zhejiang University
Wei Du 0004,Cornell University
Wei Duan,National University of Defense Technology
Wei Jing,Institute of High Performance Computing
Wei Li 0058,University of Sydney
Wei Luo 0001,Deakin University
Wei Wang 0012,KAUST
Wei Wang 0077,Dalian University of Technology
Wei Wang 0088,Huazhong University of Science and Technology
Wei Wei 0006,Inner Mongolia University
Weichao Gong,Chinese Academy of Sciences
Weifeng Lv,Beihang University
Weihong Han,Guangzhou University
Weijia Jia 0001,University of Macau
Weijin Jiang,Hunan University
Weili Wu,University of Texas at Dallas
Weishan Zhang,China University of Petroleum
Wen Zhang 0001,Beijing University of Technology
Wen-Tai Li,Singapore University of Technology and Design
Wenbo He,McGill University
Wenguo Yang,Chinese Academy of Sciences
Wenjia Li,University of Texas at Dallas
Wenjian Luo,Harbin Institute of Technology
Wenjie Ruan,University of Exeter
Wenmin Lin,Hangzhou Normal University
Wenqing Cheng,Huazhong University of Science and Technology
Wentao Wang 0003,University of Cincinnati
Wenyi Tang,UESTC
Wenzhong Guo,Fuzhou University
Wesley L. Kaizer,Western Paraná State University
William A. Wallace,Rensselaer Polytechnic Institute
William Frankenstein,Georgetown University
William H. Batchelder,University of California - Irvine
William Hoiles,University of British Columbia
William M. Webberley,Cardiff University
William Zhu,UESTC
Wynn C. Stirling,Brigham Young University
Xia Xie,Huazhong University of Science and Technology
Xiang Li 0006,Beijing University of Chemical Technology
Xiang Li 0010,Fudan University
Xiang Li 0016,Santa Clara University
Xiang Zhang 0011,Hefei University of Technology
Xiangjie Kong 0001,Dalian University of Technology
Xiangning Xu,Cornell University
Xiangrong Liu,Xiamen University
Xiangrong Tong,Yantai University
Xiangxiang Zeng,Hunan University
Xiangyu Wei,Beijing Jiaotong University
Xianyu Chen,Xidian University
Xiao Geng,Central University of Finance and Economics
